Month,DayOfWeek,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,ArrDelay,DepDelay,Dest,Distance,Cancelled,CancellationCode,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
January,Wednesday,1100,,1217,9E,,,MSP,274,True,Carrier,,,,,
January,Thursday,1100,,1217,9E,,,MSP,274,True,Carrier,,,,,
January,Monday,900,,1031,9E,,,MSP,274,True,Carrier,,,,,
January,Sunday,900,,1031,9E,,,MSP,274,True,Carrier,,,,,
January,Thursday,1600,,1715,9E,,,MLI,274,True,Carrier,,,,,
January,Tuesday,1605,,1720,9E,,,MLI,274,True,Carrier,,,,,
January,Sunday,1920,,2035,9E,,,MLI,274,True,Carrier,,,,,
January,Saturday,1920,,2035,9E,,,MLI,274,True,Carrier,,,,,
January,Thursday,2240,,2350,9E,,,MLI,274,True,Carrier,,,,,
January,Friday,2240,,2350,9E,,,MLI,274,True,Carrier,,,,,
January,Friday,2225,,2340,9E,,,MLI,274,True,Carrier,,,,,
January,Monday,2225,,2340,9E,,,MLI,274,True,Carrier,,,,,
January,Tuesday,2225,,2340,9E,,,MLI,274,True,Carrier,,,,,
January,Thursday,2225,,2340,9E,,,MLI,274,True,Carrier,,,,,
January,Thursday,1810,,1934,9E,,,MSP,274,True,Carrier,,,,,
January,Tuesday,2115,,2225,9E,,,MLI,274,True,Carrier,,,,,
January,Friday,1120,,1240,9E,,,LNK,331,True,Carrier,,,,,
January,Sunday,1445,,1605,9E,,,MSP,274,True,Carrier,,,,,
January,Monday,1650,,1805,9E,,,LNK,331,True,Carrier,,,,,
January,Monday,1835,,1958,9E,,,MSP,331,True,Carrier,,,,,
January,Thursday,900,,1040,9E,,,MSP,393,True,Carrier,,,,,
January,Wednesday,900,,1040,9E,,,MSP,393,True,Carrier,,,,,
January,Friday,1305,,1424,9E,,,MSP,331,True,Carrier,,,,,
January,Thursday,1100,,1339,9E,,,MSP,490,True,Carrier,,,,,
January,Saturday,903,,1028,9E,,,BIS,386,True,Carrier,,,,,
January,Tuesday,710,,750,9E,,,MSP,411,True,Weather,,,,,
January,Tuesday,1310,,1435,9E,,,MSP,386,True,Carrier,,,,,
January,Thursday,1310,,1435,9E,,,MSP,386,True,Carrier,,,,,
January,Sunday,1310,,1435,9E,,,MSP,386,True,Carrier,,,,,
January,Thursday,1310,,1430,9E,,,MSP,386,True,Carrier,,,,,
January,Wednesday,1310,,1430,9E,,,MSP,386,True,Carrier,,,,,
January,Monday,1310,,1430,9E,,,MSP,386,True,Carrier,,,,,
January,Tuesday,1310,,1430,9E,,,MSP,386,True,Carrier,,,,,
January,Thursday,1700,,1830,9E,,,BIS,386,True,Carrier,,,,,
January,Thursday,1855,,2018,9E,,,MSP,386,True,Carrier,,,,,
January,Tuesday,1115,,1240,9E,,,BIS,386,True,Carrier,,,,,
January,Thursday,1115,,1240,9E,,,BIS,386,True,Carrier,,,,,
January,Sunday,1115,,1240,9E,,,BIS,386,True,Carrier,,,,,
January,Thursday,1115,,1245,9E,,,BIS,386,True,Carrier,,,,,
January,Wednesday,1115,,1245,9E,,,BIS,386,True,Carrier,,,,,
January,Monday,1115,,1245,9E,,,BIS,386,True,Carrier,,,,,
January,Tuesday,1115,,1245,9E,,,BIS,386,True,Carrier,,,,,
January,Sunday,730,,922,9E,,,MSP,545,True,Carrier,,,,,
January,Monday,1210,,1324,9E,,,MSP,252,True,Weather,,,,,
January,Sunday,1210,,1324,9E,,,MSP,252,True,Carrier,,,,,
January,Saturday,1055,,1220,9E,,,MSP,386,True,Carrier,,,,,
January,Monday,1645,,1756,9E,,,MSP,234,True,Carrier,,,,,
January,Wednesday,1645,,1756,9E,,,MSP,234,True,Carrier,,,,,
January,Tuesday,1305,,1411,9E,,,MSP,223,True,Carrier,,,,,
January,Wednesday,1305,,1411,9E,,,MSP,223,True,Carrier,,,,,
January,Friday,1510,,1759,9E,,,DAY,574,True,Carrier,,,,,
January,Tuesday,1600,,1840,9E,,,FNT,491,True,Carrier,,,,,
January,Tuesday,1915,,2000,9E,,,MSP,491,True,Carrier,,,,,
January,Tuesday,2230,,2345,9E,,,GFK,284,True,Carrier,,,,,
January,Monday,2230,,2345,9E,,,GFK,284,True,Weather,,,,,
January,Tuesday,720,,938,9E,,,MSP,703,True,Carrier,,,,,
January,Monday,1030,,1140,9E,,,GRB,252,True,Weather,,,,,
January,Tuesday,1025,,1330,9E,,,PIT,726,True,Carrier,,,,,
January,Tuesday,1400,,1530,9E,,,MSP,726,True,Carrier,,,,,
January,Wednesday,858,,1029,9E,,,MSP,726,True,Carrier,,,,,
January,Thursday,1640,,1739,9E,,,MSP,190,True,National Air System,,,,,
January,Tuesday,1640,,1739,9E,,,MSP,190,True,Carrier,,,,,
January,Tuesday,1640,,1739,9E,,,MSP,190,True,Weather,,,,,
January,Tuesday,745,,955,9E,,,MSP,970,True,Carrier,,,,,
January,Tuesday,1135,,1315,9E,,,STL,449,True,Carrier,,,,,
January,Tuesday,1345,,1532,9E,,,MSP,449,True,Carrier,,,,,
January,Wednesday,1345,,1532,9E,,,MSP,449,True,Carrier,,,,,
January,Monday,1535,,1624,9E,,,MSP,120,True,Weather,,,,,
January,Tuesday,1535,,1624,9E,,,MSP,120,True,Weather,,,,,
January,Tuesday,1710,,1850,9E,,,STL,449,True,Carrier,,,,,
January,Tuesday,1950,,2130,9E,,,MSP,449,True,Carrier,,,,,
January,Wednesday,1010,,1312,9E,,,SDF,603,True,Carrier,,,,,
January,Wednesday,1338,,1440,9E,,,MSP,603,True,Carrier,,,,,
January,Monday,1500,,1755,9E,,,SDF,603,True,Carrier,,,,,
January,Tuesday,1500,,1755,9E,,,SDF,603,True,Carrier,,,,,
January,Thursday,2105,,2310,9E,,,TUL,616,True,Carrier,,,,,
January,Friday,630,,740,9E,,,MEM,285,True,Carrier,,,,,
January,Saturday,1745,,1850,9E,,,MEM,652,True,Carrier,,,,,
January,Friday,1740,,1850,9E,,,MEM,652,True,Carrier,,,,,
January,Thursday,705,,745,9E,,,MEM,458,True,Carrier,,,,,
January,Thursday,1150,,1310,9E,,,MEM,652,True,Carrier,,,,,
January,Saturday,1415,,1715,9E,,,PIT,652,True,Carrier,,,,,
January,Friday,1416,,1710,9E,,,PIT,652,True,Carrier,,,,,
January,Monday,1125,,1253,9E,,,MEM,355,True,Carrier,,,,,
January,Monday,730,,820,9E,,,MEM,518,True,Carrier,,,,,
January,Friday,730,,820,9E,,,MEM,518,True,Carrier,,,,,
January,Sunday,915,,1158,9E,,,JAX,576,True,Weather,,,,,
January,Sunday,1230,,1325,9E,,,MEM,576,True,Weather,,,,,
January,Sunday,1425,,1610,9E,,,OMA,538,True,Carrier,,,,,
January,Friday,1340,,1625,9E,,,JAX,576,True,Carrier,,,,,
January,Sunday,1125,,1233,9E,,,MEM,243,True,Carrier,,,,,
January,Tuesday,1115,,1230,9E,,,MEM,256,True,Carrier,,,,,
January,Sunday,1115,,1230,9E,,,MEM,256,True,Weather,,,,,
January,Friday,1655,,1750,9E,,,MEM,576,True,Carrier,,,,,
January,Wednesday,1935,,2040,9E,,,EVV,247,True,Carrier,,,,,
January,Sunday,1935,,2050,9E,,,EVV,247,True,Carrier,,,,,
January,Friday,1610,,1755,9E,,,MEM,469,True,Carrier,,,,,
January,Sunday,1620,,1800,9E,,,MEM,469,True,Weather,,,,,
January,Thursday,1945,,2045,9E,,,HSV,184,True,Carrier,,,,,
January,Friday,1945,,2045,9E,,,HSV,184,True,Carrier,,,,,
January,Saturday,1510,,1730,9E,,,TYS,342,True,Carrier,,,,,
January,Thursday,700,,755,9E,,,MEM,512,True,Carrier,,,,,
January,Thursday,700,,757,9E,,,MEM,512,True,National Air System,,,,,
January,Tuesday,1715,,1825,9E,,,MEM,634,True,Carrier,,,,,
January,Thursday,600,,736,9E,,,MEM,442,True,Carrier,,,,,
January,Wednesday,715,,833,9E,,,MEM,634,True,Carrier,,,,,
January,Thursday,715,,833,9E,,,MEM,634,True,National Air System,,,,,
January,Wednesday,1845,,2145,9E,,,RDU,634,True,Carrier,,,,,
January,Sunday,1930,,2055,9E,,,PNS,355,True,Weather,,,,,
January,Tuesday,1930,,2055,9E,,,PNS,355,True,Weather,,,,,
January,Saturday,1930,,2055,9E,,,PNS,355,True,Weather,,,,,
January,Sunday,1640,,1820,9E,,,MEM,538,True,Carrier,,,,,
January,Monday,930,,1057,9E,,,PNS,355,True,Carrier,,,,,
January,Thursday,630,,822,9E,,,MEM,559,True,Carrier,,,,,
January,Sunday,630,,822,9E,,,MEM,559,True,Weather,,,,,
January,Monday,630,,825,9E,,,MEM,559,True,Weather,,,,,
January,Tuesday,630,,825,9E,,,MEM,559,True,Weather,,,,,
January,Friday,630,,825,9E,,,MEM,559,True,Weather,,,,,
January,Wednesday,630,,825,9E,,,MEM,559,True,Weather,,,,,
January,Thursday,1940,,2050,9E,,,SGF,243,True,Weather,,,,,
January,Thursday,740,,759,9E,,,MEM,271,True,National Air System,,,,,
January,Saturday,740,,759,9E,,,MEM,271,True,Weather,,,,,
January,Monday,740,,759,9E,,,MEM,271,True,Carrier,,,,,
January,Thursday,1620,,1724,9E,,,MEM,285,True,Carrier,,,,,
January,Sunday,1620,,1724,9E,,,MEM,285,True,Carrier,,,,,
January,Friday,1620,,1724,9E,,,MEM,285,True,Carrier,,,,,
January,Thursday,1940,,2055,9E,,,SHV,285,True,Carrier,,,,,
January,Tuesday,1940,,2057,9E,,,SHV,285,True,Weather,,,,,
January,Wednesday,625,,733,9E,,,MEM,285,True,Weather,,,,,
January,Friday,1435,,1550,9E,,,SHV,285,True,Carrier,,,,,
January,Thursday,1430,,1550,9E,,,SHV,285,True,Carrier,,,,,
January,Sunday,1430,,1550,9E,,,SHV,285,True,Carrier,,,,,
January,Sunday,1125,,1235,9E,,,MEM,249,True,Carrier,,,,,
January,Saturday,1130,,1230,9E,,,MEM,189,True,Carrier,,,,,
January,Wednesday,1350,,1530,9E,,,DFW,432,True,Carrier,,,,,
January,Saturday,610,,730,9E,,,MEM,317,True,Carrier,,,,,
January,Sunday,940,,1055,9E,,,FSM,249,True,Carrier,,,,,
January,Wednesday,1130,,1230,9E,,,MEM,184,True,Carrier,,,,,
January,Tuesday,1130,,1230,9E,,,MEM,184,True,Weather,,,,,
January,Saturday,605,,750,9E,,,MEM,559,True,Carrier,,,,,
January,Friday,1440,,1545,9E,,,BNA,200,True,Carrier,,,,,
January,Sunday,1440,,1545,9E,,,BNA,200,True,Weather,,,,,
January,Wednesday,945,,1050,9E,,,EVV,247,True,Carrier,,,,,
January,Sunday,945,,1050,9E,,,EVV,247,True,Weather,,,,,
January,Sunday,920,,1150,9E,,,TLH,458,True,Carrier,,,,,
January,Saturday,920,,1150,9E,,,TLH,458,True,Carrier,,,,,
January,Sunday,1230,,1300,9E,,,MEM,381,True,Carrier,,,,,
January,Friday,1635,,1740,9E,,,MEM,200,True,Carrier,,,,,
January,Sunday,1630,,1735,9E,,,MEM,200,True,Weather,,,,,
January,Wednesday,1920,,2155,9E,,,TLH,458,True,Carrier,,,,,
January,Tuesday,1915,,2145,9E,,,TLH,458,True,Carrier,,,,,
January,Saturday,635,,800,9E,,,MEM,342,True,Carrier,,,,,
January,Friday,630,,751,9E,,,MEM,342,True,Carrier,,,,,
January,Saturday,630,,751,9E,,,MEM,342,True,Carrier,,,,,
January,Sunday,925,,1050,9E,,,TUL,342,True,Carrier,,,,,
January,Friday,925,,1050,9E,,,TUL,342,True,Carrier,,,,,
January,Sunday,1120,,1235,9E,,,MEM,342,True,Carrier,,,,,
January,Friday,1120,,1235,9E,,,MEM,342,True,Carrier,,,,,
January,Thursday,1720,,1800,9E,,,MEM,441,True,Carrier,,,,,
January,Friday,1930,,2055,9E,,,TUL,342,True,Carrier,,,,,
January,Thursday,1930,,2055,9E,,,TUL,342,True,Carrier,,,,,
January,Tuesday,1130,,1240,9E,,,MEM,211,True,Weather,,,,,
January,Tuesday,1210,,1244,9E,,,MEM,441,True,Carrier,,,,,
January,Saturday,1210,,1244,9E,,,MEM,441,True,Weather,,,,,
January,Sunday,1210,,1244,9E,,,MEM,441,True,Weather,,,,,
January,Wednesday,1935,,2159,9E,,,GSP,441,True,Weather,,,,,
January,Saturday,1715,,1755,9E,,,MEM,441,True,Weather,,,,,
January,Thursday,705,,747,9E,,,MEM,441,True,Weather,,,,,
January,Tuesday,705,,747,9E,,,MEM,441,True,Weather,,,,,
January,Tuesday,920,,1040,9E,,,STL,256,True,Carrier,,,,,
January,Sunday,920,,1040,9E,,,STL,256,True,Weather,,,,,
January,Thursday,1420,,1650,9E,,,GSP,441,True,Carrier,,,,,
January,Saturday,1930,,2155,9E,,,SDF,320,True,Carrier,,,,,
January,Sunday,725,,750,9E,,,MEM,320,True,Carrier,,,,,
January,Friday,1425,,1545,9E,,,XNA,258,True,Carrier,,,,,
January,Friday,1930,,2055,9E,,,PFN,417,True,Carrier,,,,,
January,Wednesday,1930,,2058,9E,,,PFN,417,True,Carrier,,,,,
January,Sunday,1930,,2058,9E,,,PFN,417,True,Carrier,,,,,
January,Saturday,605,,737,9E,,,MEM,417,True,Carrier,,,,,
January,Thursday,605,,740,9E,,,MEM,417,True,Carrier,,,,,
January,Monday,605,,740,9E,,,MEM,417,True,Carrier,,,,,
January,Monday,1920,,2059,9E,,,OKC,432,True,Weather,,,,,
January,Tuesday,915,,1145,9E,,,GSP,441,True,Carrier,,,,,
January,Saturday,915,,1145,9E,,,GSP,441,True,Weather,,,,,
January,Sunday,915,,1145,9E,,,GSP,441,True,Weather,,,,,
January,Sunday,630,,801,9E,,,MEM,432,True,Carrier,,,,,
January,Tuesday,630,,801,9E,,,MEM,432,True,Weather,,,,,
January,Sunday,705,,835,9E,,,MEM,726,True,Carrier,,,,,
January,Wednesday,1845,,2140,9E,,,RDU,634,True,National Air System,,,,,
January,Monday,940,,1055,9E,,,FSM,249,True,Weather,,,,,
January,Saturday,1420,,1645,9E,,,GSP,441,True,Weather,,,,,
January,Friday,640,,745,9E,,,MEM,184,True,Carrier,,,,,
January,Saturday,640,,745,9E,,,MEM,184,True,Carrier,,,,,
January,Friday,1240,,1305,9E,,,MEM,342,True,Carrier,,,,,
January,Thursday,1245,,1348,9E,,,MEM,570,True,Carrier,,,,,
January,Tuesday,1345,,1645,9E,,,RDU,634,True,Carrier,,,,,
January,Monday,1855,,2040,9E,,,DSM,490,True,Weather,,,,,
January,Wednesday,705,,850,9E,,,MEM,490,True,Carrier,,,,,
January,Tuesday,705,,849,9E,,,MEM,490,True,Weather,,,,,
January,Monday,705,,849,9E,,,MEM,490,True,Carrier,,,,,
January,Friday,945,,1055,9E,,,EVV,247,True,Carrier,,,,,
January,Wednesday,1900,,2045,9E,,,MSN,559,True,Carrier,,,,,
January,Thursday,1900,,2045,9E,,,MSN,559,True,Weather,,,,,
January,Tuesday,1900,,2045,9E,,,MSN,559,True,Weather,,,,,
January,Tuesday,950,,1219,9E,,,DTW,364,True,Weather,,,,,
January,Tuesday,850,,922,9E,,,EVV,364,True,Weather,,,,,
January,Thursday,1800,,2033,9E,,,DTW,364,True,Carrier,,,,,
January,Monday,1805,,2034,9E,,,DTW,364,True,Carrier,,,,,
January,Tuesday,1805,,2034,9E,,,DTW,364,True,Weather,,,,,
January,Thursday,1704,,1730,9E,,,EVV,364,True,Carrier,,,,,
January,Monday,1657,,1725,9E,,,EVV,364,True,Carrier,,,,,
January,Tuesday,1345,,1616,9E,,,DTW,364,True,Weather,,,,,
January,Sunday,1345,,1617,9E,,,DTW,364,True,Carrier,,,,,
January,Tuesday,1246,,1315,9E,,,EVV,364,True,Weather,,,,,
January,Sunday,1245,,1315,9E,,,EVV,364,True,Carrier,,,,,
January,Tuesday,1720,,2029,9E,,,DTW,705,True,Weather,,,,,
January,Tuesday,1700,,1807,9E,,,DTW,155,True,Carrier,,,,,
January,Wednesday,1700,,1807,9E,,,DTW,155,True,Carrier,,,,,
January,Friday,1700,,1807,9E,,,DTW,155,True,Carrier,,,,,
January,Wednesday,2128,,2232,9E,,,DLH,541,True,Carrier,,,,,
January,Saturday,1810,,1958,9E,,,DTW,443,True,Carrier,,,,,
January,Sunday,1701,,1725,9E,,,ATW,297,True,Weather,,,,,
January,Wednesday,630,,855,9E,,,DTW,297,True,Carrier,,,,,
January,Sunday,630,,855,9E,,,DTW,297,True,Weather,,,,,
January,Saturday,630,,854,9E,,,DTW,297,True,Carrier,,,,,
January,Thursday,630,,854,9E,,,DTW,297,True,Carrier,,,,,
January,Tuesday,1010,,1110,9E,,,SBN,157,True,Weather,,,,,
January,Sunday,1010,,1110,9E,,,SBN,157,True,Weather,,,,,
January,Tuesday,1936,,1959,9E,,,ATW,297,True,Carrier,,,,,
January,Sunday,1936,,1959,9E,,,ATW,297,True,Weather,,,,,
January,Tuesday,1522,,1610,9E,,,RST,477,True,Weather,,,,,
January,Sunday,1215,,1239,9E,,,ATW,297,True,Weather,,,,,
January,Sunday,1325,,1550,9E,,,DTW,297,True,Weather,,,,,
January,Monday,630,,741,9E,,,DTW,113,True,Weather,,,,,
January,Friday,630,,741,9E,,,DTW,113,True,National Air System,,,,,
January,Thursday,630,,741,9E,,,DTW,113,True,Carrier,,,,,
January,Wednesday,630,,741,9E,,,DTW,113,True,Weather,,,,,
January,Sunday,1757,,2023,9E,,,DTW,297,True,Weather,,,,,
January,Friday,1755,,2021,9E,,,DTW,297,True,Carrier,,,,,
January,Thursday,1505,,1615,9E,,,DTW,155,True,Carrier,,,,,
January,Thursday,1705,,1740,9E,,,MLI,373,True,Carrier,,,,,
January,Friday,1900,,2015,9E,,,DTW,155,True,Carrier,,,,,
January,Sunday,1900,,2015,9E,,,DTW,155,True,Carrier,,,,,
January,Tuesday,1900,,2015,9E,,,DTW,155,True,Weather,,,,,
January,Tuesday,1720,,2031,9E,,,DTW,635,True,Carrier,,,,,
January,Thursday,1710,,2009,9E,,,DTW,635,True,Carrier,,,,,
January,Tuesday,1541,,1650,9E,,,SGF,635,True,Carrier,,,,,
January,Thursday,1528,,1640,9E,,,SGF,635,True,Carrier,,,,,
January,Thursday,810,,915,9E,,,PIT,201,True,Carrier,,,,,
January,Friday,810,,915,9E,,,PIT,201,True,Carrier,,,,,
January,Tuesday,605,,903,9E,,,DTW,541,True,Carrier,,,,,
January,Thursday,605,,903,9E,,,DTW,541,True,Carrier,,,,,
January,Thursday,1007,,1120,9E,,,PIT,201,True,Carrier,,,,,
January,Wednesday,1500,,1635,9E,,,SHV,886,True,Carrier,,,,,
January,Thursday,2229,,2355,9E,,,TVC,207,True,Weather,,,,,
January,Thursday,2229,,2355,9E,,,TVC,207,True,National Air System,,,,,
January,Tuesday,2229,,2355,9E,,,TVC,207,True,Weather,,,,,
January,Wednesday,1705,,2038,9E,,,DTW,886,True,Carrier,,,,,
January,Friday,1710,,2035,9E,,,DTW,886,True,Weather,,,,,
January,Monday,1710,,2035,9E,,,DTW,886,True,Carrier,,,,,
January,Wednesday,1710,,2035,9E,,,DTW,886,True,Carrier,,,,,
January,Tuesday,1025,,1115,9E,,,AZO,113,True,Weather,,,,,
January,Sunday,1025,,1115,9E,,,AZO,113,True,Weather,,,,,
January,Tuesday,1025,,1120,9E,,,AZO,113,True,Weather,,,,,
January,Thursday,1710,,1815,9E,,,DTW,95,True,Carrier,,,,,
January,Tuesday,1524,,1630,9E,,,CMH,155,True,Carrier,,,,,
January,Wednesday,1524,,1630,9E,,,CMH,155,True,Carrier,,,,,
January,Friday,1524,,1630,9E,,,CMH,155,True,Carrier,,,,,
January,Thursday,1515,,1644,9E,,,DTW,331,True,Carrier,,,,,
January,Sunday,1515,,1644,9E,,,DTW,331,True,Weather,,,,,
January,Sunday,1716,,1825,9E,,,CMH,155,True,Carrier,,,,,
January,Monday,1658,,1730,9E,,,CWA,363,True,Weather,,,,,
January,Tuesday,1658,,1730,9E,,,CWA,363,True,Carrier,,,,,
January,Tuesday,1410,,1455,9E,,,FNT,56,True,National Air System,,,,,
January,Wednesday,1410,,1455,9E,,,FNT,56,True,Carrier,,,,,
January,Sunday,1410,,1455,9E,,,FNT,56,True,Weather,,,,,
January,Friday,1000,,1129,9E,,,DTW,331,True,Carrier,,,,,
January,Tuesday,1000,,1129,9E,,,DTW,331,True,National Air System,,,,,
January,Sunday,1800,,2028,9E,,,DTW,363,True,Weather,,,,,
January,Monday,1800,,2029,9E,,,DTW,363,True,Weather,,,,,
January,Tuesday,1800,,2029,9E,,,DTW,363,True,Carrier,,,,,
January,Thursday,1326,,1445,9E,,,ELM,331,True,Carrier,,,,,
January,Sunday,1326,,1445,9E,,,ELM,331,True,Weather,,,,,
January,Thursday,2237,,2335,9E,,,SBN,157,True,Carrier,,,,,
January,Saturday,2237,,2335,9E,,,SBN,157,True,Weather,,,,,
January,Sunday,1845,,2022,9E,,,DTW,331,True,Carrier,,,,,
January,Friday,815,,930,9E,,,ELM,331,True,Carrier,,,,,
January,Tuesday,815,,930,9E,,,ELM,331,True,National Air System,,,,,
January,Sunday,1659,,1815,9E,,,ELM,331,True,Carrier,,,,,
January,Wednesday,600,,730,9E,,,DTW,331,True,Carrier,,,,,
January,Monday,605,,745,9E,,,DTW,331,True,Carrier,,,,,
January,Tuesday,2137,,2257,9E,,,ELM,331,True,Carrier,,,,,
January,Sunday,2137,,2257,9E,,,ELM,331,True,Carrier,,,,,
January,Sunday,605,,739,9E,,,DTW,382,True,Weather,,,,,
January,Thursday,610,,748,9E,,,DTW,382,True,National Air System,,,,,
January,Thursday,610,,748,9E,,,DTW,382,True,Carrier,,,,,
January,Wednesday,1240,,1424,9E,,,DTW,382,True,Carrier,,,,,
January,Thursday,1240,,1424,9E,,,DTW,382,True,Weather,,,,,
January,Wednesday,2125,,2258,9E,,,ROA,382,True,National Air System,,,,,
January,Wednesday,2125,,2258,9E,,,ROA,382,True,Carrier,,,,,
January,Thursday,2125,,2258,9E,,,ROA,382,True,Weather,,,,,
January,Tuesday,1155,,1321,9E,,,DTW,296,True,Weather,,,,,
January,Wednesday,1240,,1410,9E,,,DTW,296,True,Weather,,,,,
January,Tuesday,1006,,1125,9E,,,ROC,296,True,Weather,,,,,
January,Wednesday,1036,,1159,9E,,,ROC,296,True,Weather,,,,,
January,Saturday,1735,,1830,9E,,,AZO,113,True,Weather,,,,,
January,Sunday,1735,,1830,9E,,,AZO,113,True,Weather,,,,,
January,Monday,1730,,1825,9E,,,AZO,113,True,Carrier,,,,,
January,Sunday,1520,,1629,9E,,,DTW,163,True,Weather,,,,,
January,Tuesday,1520,,1629,9E,,,DTW,163,True,National Air System,,,,,
January,Thursday,1520,,1629,9E,,,DTW,163,True,Carrier,,,,,
January,Tuesday,906,,958,9E,,,STL,440,True,Weather,,,,,
January,Saturday,1900,,2000,9E,,,DTW,113,True,Weather,,,,,
January,Sunday,1900,,2000,9E,,,DTW,113,True,Weather,,,,,
January,Monday,1855,,2004,9E,,,DTW,113,True,Carrier,,,,,
January,Tuesday,1014,,1157,9E,,,ORF,529,True,National Air System,,,,,
January,Monday,1014,,1157,9E,,,ORF,529,True,Carrier,,,,,
January,Wednesday,600,,914,9E,,,DTW,651,True,Carrier,,,,,
January,Thursday,600,,914,9E,,,DTW,651,True,Carrier,,,,,
January,Friday,600,,911,9E,,,DTW,651,True,Carrier,,,,,
January,Tuesday,1010,,1311,9E,,,DTW,651,True,Carrier,,,,,
January,Tuesday,2150,,2255,9E,,,ERI,163,True,National Air System,,,,,
January,Wednesday,2150,,2255,9E,,,ERI,163,True,Carrier,,,,,
January,Friday,2124,,2230,9E,,,ERI,163,True,Carrier,,,,,
January,Sunday,2124,,2230,9E,,,ERI,163,True,Weather,,,,,
January,Tuesday,2124,,2230,9E,,,ERI,163,True,National Air System,,,,,
January,Sunday,2124,,2230,9E,,,ERI,163,True,Carrier,,,,,
January,Sunday,1156,,1305,9E,,,OMA,651,True,Carrier,,,,,
January,Tuesday,1715,,1815,9E,,,ERI,163,True,National Air System,,,,,
January,Sunday,1715,,1815,9E,,,ERI,163,True,Weather,,,,,
January,Sunday,1330,,1631,9E,,,DTW,651,True,Carrier,,,,,
January,Tuesday,1923,,2035,9E,,,OMA,651,True,Carrier,,,,,
January,Wednesday,1923,,2035,9E,,,OMA,651,True,Carrier,,,,,
January,Tuesday,840,,945,9E,,,OMA,651,True,Carrier,,,,,
January,Tuesday,635,,737,9E,,,DTW,163,True,Carrier,,,,,
January,Wednesday,635,,737,9E,,,DTW,163,True,National Air System,,,,,
January,Thursday,635,,737,9E,,,DTW,163,True,Carrier,,,,,
January,Saturday,620,,730,9E,,,DTW,163,True,Carrier,,,,,
January,Thursday,620,,730,9E,,,DTW,163,True,Carrier,,,,,
January,Monday,620,,730,9E,,,DTW,163,True,Weather,,,,,
January,Wednesday,620,,730,9E,,,DTW,163,True,National Air System,,,,,
January,Monday,620,,730,9E,,,DTW,163,True,Carrier,,,,,
January,Friday,1019,,1159,9E,,,TYS,443,True,Carrier,,,,,
January,Monday,1100,,1314,9E,,,DTW,548,True,Weather,,,,,
January,Tuesday,1926,,2035,9E,,,PIT,201,True,Carrier,,,,,
January,Tuesday,1359,,1540,9E,,,TYS,443,True,Weather,,,,,
January,Sunday,1359,,1540,9E,,,TYS,443,True,Carrier,,,,,
January,Tuesday,1610,,1754,9E,,,DTW,443,True,Weather,,,,,
January,Sunday,1610,,1754,9E,,,DTW,443,True,Carrier,,,,,
January,Sunday,735,,926,9E,,,DTW,443,True,Carrier,,,,,
January,Sunday,1700,,1829,9E,,,DTW,296,True,Weather,,,,,
January,Thursday,1335,,1440,9E,,,PIT,201,True,Carrier,,,,,
January,Thursday,1510,,1624,9E,,,DTW,201,True,Carrier,,,,,
January,Monday,600,,821,9E,,,DTW,288,True,Weather,,,,,
January,Tuesday,600,,821,9E,,,DTW,288,True,Weather,,,,,
January,Wednesday,600,,821,9E,,,DTW,288,True,Weather,,,,,
January,Tuesday,605,,725,9E,,,DTW,296,True,Carrier,,,,,
January,Sunday,1511,,1630,9E,,,LEX,296,True,Weather,,,,,
January,Thursday,955,,1114,9E,,,DTW,201,True,Carrier,,,,,
January,Friday,955,,1114,9E,,,DTW,201,True,Carrier,,,,,
January,Thursday,930,,1056,9E,,,DTW,296,True,National Air System,,,,,
January,Monday,930,,1056,9E,,,DTW,296,True,Carrier,,,,,
January,Sunday,2104,,2230,9E,,,LEX,296,True,Carrier,,,,,
January,Friday,1830,,1945,9E,,,DTW,166,True,Carrier,,,,,
January,Tuesday,645,,732,9E,,,DTW,56,True,Weather,,,,,
January,Thursday,645,,732,9E,,,DTW,56,True,Carrier,,,,,
January,Friday,645,,732,9E,,,DTW,56,True,Carrier,,,,,
January,Saturday,645,,732,9E,,,DTW,56,True,Carrier,,,,,
January,Wednesday,1946,,2035,9E,,,FNT,56,True,Carrier,,,,,
January,Thursday,1946,,2035,9E,,,FNT,56,True,Carrier,,,,,
January,Friday,1946,,2035,9E,,,FNT,56,True,Carrier,,,,,
January,Monday,1505,,1645,9E,,,SHV,886,True,Carrier,,,,,
January,Wednesday,1505,,1645,9E,,,SHV,886,True,Carrier,,,,,
January,Sunday,1026,,1155,9E,,,MDT,370,True,Weather,,,,,
January,Friday,935,,1050,9E,,,MGM,280,True,Carrier,,,,,
January,Saturday,940,,1055,9E,,,MGM,280,True,Weather,,,,,
January,Tuesday,940,,1055,9E,,,MGM,280,True,Carrier,,,,,
January,Thursday,940,,1055,9E,,,MGM,280,True,Carrier,,,,,
January,Thursday,920,,1055,9E,,,ICT,453,True,Carrier,,,,,
January,Sunday,920,,1058,9E,,,ICT,453,True,Weather,,,,,
January,Thursday,640,,758,9E,,,MEM,280,True,Carrier,,,,,
January,Thursday,1125,,1255,9E,,,MEM,453,True,Carrier,,,,,
